FMID,MarketName,City,County,State,Zip,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
1005092,Mt. Shasta Farmers' Market,MT. SHASTA CA,Siskiyou,California,96067,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0
1005273,Mt. Tom Farmers' Market,WOODSTOCK,Windsor,Vermont,05091,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
1003251,Mt. Vernon Farmers Market,MT. VERNON,Posey,Indiana,47620,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1002533,Mukilteo Farmers Market,MUKILTEO,Snohomish,Washington,98275,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0
1008203,Mukwonago Area Farmers' Market,"MUKWONAGO, WI",Waukesha,Wisconsin,53149,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0
1010316,Mulberry Market,MACON,Bibb,Georgia,31201,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1000050,Mulberry Street Market,MACON,Bibb,Georgia,31201,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1012725,Muldoon Farmers Market,ANCHORAGE,Anchorage,Alaska,99504,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
1018087,Muncie Makers Market,MUNCIE,Delaware,Indiana,47302,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0
1004283,Mundelein Farmers Market,MUNDELEIN,Lake,Illinois,60060,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1003760,Munising Farmers' & Artisans' Market,MUNISING,Alger,Michigan,49862,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1010048,Murphysboro Farmers' Market,MURPHYSBORO,Jackson,Illinois,62966,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1
1002615,Murray Farmers Market,MURRAY,Salt Lake,Utah,84107,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1001319,Murrieta Certified Farmers' Market,MURRIETA,Riverside,California,92562,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0
1003190,Muscatine Area Farmers Market I,MUSCATINE,Muscatine,Iowa,52761,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
1003189,Muscatine Area Farmers Market II,MUSCATINE,Muscatine,Iowa,52761,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1005497,Muscoot Farmers Market,KATONAH,Westchester,New York,10536,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
1012224,Muskegon Farmers Market,MUSKEGON,Muskegon,Michigan,49440,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1010766,My Farmers Mart,WINTER HAVEN,Polk,Florida,33880,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
1011294,Nacogdoches Farmers Market,NACOGDOCHES,Nacogdoches,Texas,75961,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
1005540,Nampa Farmers' Market,NAMPA,Canyon,Idaho,83687,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
1011535,Napa Downtown Farmers Market,NAPA,Napa,California,94559,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0
1010793,Narranjito farmers market group 787-544-3311,VEGA ALTA ZONA URBANA,Vega Alta,Puerto Rico,00962,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1018635,Nashville Farmer's Market,NASHVILLE,Brown,Indiana,47448,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0
1003394,Nashville Farmers' Market,NASHVILLE,Davidson,Tennessee,,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012077,Natick Farmers Market,NATICK,Middlesex,Massachusetts,01760,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
1008392,Natick Winter Market,NATICK,Middlesex,Massachusetts,01760,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1002410,National Women In Ag Assoc. Community Farmers Market,OKLAHOMA CITY,Oklahoma,Oklahoma,73111,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011979,Nationwide Children's Hospital Farmers Market,COLUMBUS,Franklin,Ohio,43205,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1004877,Natividad Medical Center Certified Farmers' Market,SALINAS,Monterey,California,93906,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1003710,Natomas Certified Farmers' Market,SACRAMENTO,Sacramento,California,95834,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1005026,Nazareth Farmers Market on the Square,NAZARETH,Northampton,Pennsylvania,18064,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1009953,NDS Downtown Barberton Farmers' Market,BARBERTON,Summit,Ohio,44203,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1010398,Needham Farmers Market,NEEDHAM,Norfolk,Massachusetts,02492,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1006641,Neenah Farmer's Market,NEENAH,Winnebago,Wisconsin,54956,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0
1008453,Neighborhood House Farmers Market,EL CENTRO,Imperial,California,92243,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1012630,Neillsville Farmers Market,NEILLSVILLE,Clark,Wisconsin,54456,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1006327,Nelson Farmers Market,NELLYSFORD,Nelson,Virginia,22958,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1
1010357,Nelsonville Farmers Market,ATHENS,Athens,Ohio,,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
1006548,Nemaha County Farmers Market,AUBURN,Nemaha,Nebraska,68305,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001667,Nesconset Farmer's Market,NESCONSET,Nassau,New York,11767,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1001505,Neshoba County Farmer's Market,PHILADELPHIA,Neshoba,Mississippi,39350,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1012148,Neskowin Farmers Market,NESKOWIN,Tillamook,Oregon,97149,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
1006787,Neutaconkanut Farmers Market,PROVIDENCE,Providence,Rhode Island,02909,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1011093,Nevada Ccounty Certified Growers Market - Grass Valley - North Star House,GRASS VALLEY,Nevada,California,95949,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0
1011095,Nevada Ccounty Certified Growers Market - Penn Valley,PENN VALLEY,Nevada,California,95946,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0
1011094,Nevada Ccounty Certified Growers Market - Rood Center - Nevada City,NEVADA CITY,Nevada,California,95959,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0
1003891,Nevada City Farmers Market,NEVADA CITY,Nevada,California,95959,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1010137,Nevada/Vernon County Farmers' Market,NEVADA,Vernon,Missouri,64772,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1005527,New Albany Farmers Market,NEW ALBANY,Franklin,Ohio,43054,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1
1005489,New Albany Farmers Market,NEW ALBANY,Floyd,Indiana,47150,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1007282,New Amsterdam Market,NEW YORK,New York,New York,10038,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1012235,New Baltimore Farmers Market,NEW BALTIMORE,Macomb,Michigan,48047,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1
1012739,New Bedford Farmers Market- Brooklawn Park,NEW BEDFORD,Bristol,Massachusetts,02745,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1012738,New Bedford Farmers Market- Clasky Common Park,NEW BEDFORD,Bristol,Massachusetts,02740,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1012737,New Bedford Farmers Market/Downtown at Custom House Square,NEW BEDFORD,Bristol,Massachusetts,02740,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1002205,New Bedford/Clasky Common,NEW BEDFORD,Bristol,Massachusetts,02740,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1003848,New Beford/Brooklawn Park Farmers Market,NEW BEDFORD,Bristol,Massachusetts,02745,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1006535,New Berlin Farmers Market,NEW BERLIN,Waukesha,Wisconsin,53151,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
1003309,New Bern/Craven County Area Farmers Market,NEW BERN,Craven,North Carolina,28560,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1005476,New Boston Farmers' Market,NEW BOSTON,Hillsborough,New Hampshire,03070,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1004238,New Brunswick Community Farmers Market,NEW BRUNSWICK,Middlesex,New Jersey,08901,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000055,New Canaan Farmers Market,NEW CANAAN,Fairfield,Connecticut,06840,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0
1009646,New Canaan Winter Farmers Market,NEW CANAAN,Fairfield,Connecticut,06840,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1011296,New Carlisle Farmer's Market,NEW CARLISLE,Clark,Ohio,45344,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1004705,New Cassel Farmers' Market,WESTBURY,Nassau,New York,11590,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1018460,New Columbia Farmers Market,PORTLAND,Multnomah,Oregon,97203,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1005758,New Durham Farmers Market,NEW DURHAM,Strafford,New Hampshire,03855,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1010860,New Freedom Farmers' Market,NEW FREEDOM BOROUGH,York,Pennsylvania,17349,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0
1000701,New Garden Growers Market,AVONDALE BOROUGH,Chester,Pennsylvania,19311,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
1002787,New Harvest Park Farmers Market,KNOXVILLE,Knox,Tennessee,37918,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
1005939,New Haven - CitySeed Downtown Farmers Market,NEW HAVEN,New Haven,Connecticut,06510,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1016890,New Haven Farmers Market,NEW HAVEN,Allen,Indiana,46774,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1008638,New Haven Farmers' Market,NEW HAVEN,Franklin,Missouri,63068,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1005991,New Highland Baptist Church Farmers Market,MECHANICSVILLE,Hanover,Virginia,23116,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1000298,New Hope Community Farmers Market,NEW HOPE,Hennepin,Minnesota,55428,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1010526,New Leaf Winter Farmers Market,GREEN BAY,Brown,Wisconsin,54301,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0
1002588,New London Field of Greens Markets,NEW LONDON,New London,Connecticut,06320,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1002589,New London Field of Greens Markets,NEW LONDON,New London,Connecticut,06320,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1008083,New London Field of Greens on Hodges Square,NEW LONDON,New London,Connecticut,06320,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1012708,New Morning Farm Market - Tuesday,"WASHINGTON, DC",District of Columbia,District of Columbia,20008,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1012707,New Morning Farm Market - Wednesday,WASHINGTON,District of Columbia,District of Columbia,20003,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1012703,New Morning Farmers Market-Saturday,WASHINGTON,District of Columbia,District of Columbia,20008,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1
1003929,New Paltz Farmers Market,NEW PALTZ,Ulster,New York,12561,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1003155,New Providence Farmers Market,NEW PROVIDENCE,Union,New Jersey,07974,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010958,New Rochelle's Down to Earth Farmers Market,NEW ROCHELLE,Westchester,New York,10801,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1010772,New Smyrna Beachside Farmers Market @ Norwoods,NEW SMYRNA BEACH,Volusia,Florida,32169,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0
1000083,New York Botanical Garden Greenmarket,BRONX,Bronx,New York,10458,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1012536,Newark Farmers Market,NEWARK,Alameda,California,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0
1003755,Newark Farmers' Market,NEWARK,Wayne,New York,14513,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1000292,Newark Valley Farmers Market,NEWARK VALLEY,Tioga,New York,13811,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
1003592,Newaygo Area Chamber of Commerce Farmers Market,NEWAYGO,Newaygo,Michigan,49337,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
1001596,Newberry Farmers Market,NEWBERRY,Alachua,Florida,32669,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1004568,Newberry Farmers Market,NEWBERRY,Luce,Michigan,49868,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000908,Newburgh Farmers Market at Downing Park,NEWBURGH,Orange,New York,12550,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1018296,Newfane Methodist Church Farmer's Market,NEWFANE,Niagara,New York,14108,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1009916,Newfield Farmer and Artisan Market,NEWFIELD,York,Maine,04056,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1007262,Newmarket Winter Farmers' Market,NEW MARKET,Rockingham,New Hampshire,03857,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0
1009914,Newport Farmer's Market,NEWPORT,Lincoln,Oregon,97365,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1007320,Newport Farmers' Market,NEWPORT,Sullivan,New Hampshire,03773,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0
1010098,"Newport, VT Farmers Market",NEWPORT,Orleans,Vermont,05855,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
1009991,Newton County Farmer's Market,JASPER,Newton,Arkansas,72641,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
1009990,Newton County Farmer's Market,JASPER,Newton,Arkansas,72641,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1
1012049,Newton Farmers' Market Depot,NEWTONVILLE,Middlesex,Massachusetts,02460,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003043,Newton Farmers' Markets,NEWTON,Middlesex,Massachusetts,02461,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0
1012647,Niagara Falls City Market,"NIAGARA FALLS, USA",Niagara,New York,,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1004917,Nickelsville Farmers Market,NICKELSVILLE,Scott,Virginia,24271,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1003208,NILES FARMERS MARKET,T/NILES,Cayuga,New York,13118,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1001412,Nipomo Certified Farmers' Market,NIPOMO,San Luis Obispo,California,93444,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1011238,No View Farm & Bakery COOP,RUMFORD,Oxford,Maine,04276,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1004773,Nob Hill Growers' Market,ALBUQUERQUE,Bernalillo,New Mexico,,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1018089,Noblesville Farmers Market,NOBLESVILLE,Hamilton,Indiana,46060,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1011232,NoCo Food Cluster Winter Farmers' Market,FORT COLLINS,Larimer,Colorado,80524,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
1003840,Noelridge Farmers Market,CEDAR RAPIDS,Linn,Iowa,52402,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1
1008055,Nogales Mercado,NOGALES,Santa Cruz,Arizona,85621,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1011101,Nolensville Farmer's Market,NOLENSVILLE,Williamson,Tennessee,37135,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0
1018216,Norcross Community Market,NORCROSS,Gwinnett,Georgia,30071,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0
1008008,Norfolk Farmers Market - Saturday,NORFOLK,Madison,Nebraska,68701,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006734,Norfolk Farmers Market - Tuesday and Thursday,NORFOLK,Madison,Nebraska,68701,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1010614,NORFOLK FARMERS’ MARKET,NORFOLK,Litchfield,Connecticut,06058,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0
1003547,Normandy Village Marketplace,MIAMI BEACH,Miami-Dade,Florida,33141,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1010140,Norpoint Farmers Market,TACOMA,Pierce,Washington,98422,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
1005307,Norris Square Park Farmers' Market,PHILADELPHIA,Philadelphia,Pennsylvania,19122,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006252,North Asheville Tailgate Market,ASHEVILLE,Buncombe,North Carolina,28804,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1004266,North Atherton Farmers Market,STATE COLLEGE,Centre,Pennsylvania,16803,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0
